mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_DT__alpha,param_DT__class_weight,param_DT__criterion,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.00369877815246582,0.0005601882934570312,0.43451024854325193,0.8760868189887143,-1,balanced,gini,"{'DT__alpha': -1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",27,0.4463249516441007,0.8673111038702437,0.40269718461207826,0.8638800466757456,0.4317196790601047,0.8734212820234325,0.391169812021006,0.8875755379820421,0.5011871998273165,0.8882461243921072,0.00028951573210014977,0.00011327021547385483,0.03856682900016531,0.010128799785316398
0.003951263427734375,0.0005831718444824219,0.447137625293739,0.8734677137171121,-1,balanced,entropy,"{'DT__alpha': -1, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",25,0.46008847338634573,0.8762883870410753,0.42944516082813955,0.865910274512425,0.47157747689662594,0.8759472307859405,0.36415595019391694,0.8781006973259485,0.5105381581509716,0.8710919789201711,0.00025179979300016264,0.00013106387801077387,0.04881889154826052,0.004434585508766611
0.05914230346679687,0.0005402088165283204,0.4972137220683175,0.7685605449026061,-0.001,balanced,gini,"{'DT__alpha': -0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",12,0.526819614585572,0.7899452200527468,0.469070133963751,0.7579002041367633,0.5140858944050434,0.7348533585092726,0.4463387704355247,0.7678528673268034,0.5297339593114242,0.7922510744874446,0.002130080690708153,7.0633474757069e-05,0.03342369490441148,0.021301941745471304
0.05698161125183106,0.0005449295043945312,0.49078111914724676,0.7953407009061234,-0.001,balanced,entropy,"{'DT__alpha': -0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",18,0.5336163048929007,0.7947297624716979,0.45223511712873427,0.781020850913324,0.5198527831506556,0.7879804385180729,0.44807381840449795,0.8260522799021126,0.49984632097097,0.7869201727254095,0.0022080807127859044,0.00014898705089332634,0.03487827707775142,0.015960646548789748
0.056526470184326175,0.0005448341369628906,0.4972137220683175,0.7685605449026061,-0.00031622776601683794,balanced,gini,"{'DT__alpha': -0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",12,0.526819614585572,0.7899452200527468,0.469070133963751,0.7579002041367633,0.5140858944050434,0.7348533585092726,0.4463387704355247,0.7678528673268034,0.5297339593114242,0.7922510744874446,0.00246314661724516,8.670237094939152e-05,0.03342369490441148,0.021301941745471304
0.05812969207763672,0.0005380153656005859,0.49078111914724676,0.7953407009061234,-0.00031622776601683794,balanced,entropy,"{'DT__alpha': -0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",18,0.5336163048929007,0.7947297624716979,0.45223511712873427,0.781020850913324,0.5198527831506556,0.7879804385180729,0.44807381840449795,0.8260522799021126,0.49984632097097,0.7869201727254095,0.004061633838048059,6.837661958852924e-05,0.03487827707775142,0.015960646548789748
0.05937771797180176,0.0005578994750976562,0.4929360352121819,0.7639402263867136,-0.01,balanced,gini,"{'DT__alpha': -0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",17,0.5200856078515653,0.7828881592322451,0.46949100938462646,0.7256504944676988,0.5149276452467942,0.74249386614978,0.4303707621221398,0.7749525391801816,0.5297339593114242,0.7937160729036625,0.0020441234216674988,0.00010360575300678131,0.0374575646425146,0.02566299345681714
0.06215081214904785,0.0005114078521728516,0.4806045651433789,0.7831418285207372,-0.01,balanced,entropy,"{'DT__alpha': -0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",22,0.528986675263271,0.8010557741740537,0.4623361272297443,0.7637304949132906,0.5143814026792751,0.7836206008249018,0.41480172205830484,0.832443501023128,0.4818998951228612,0.7348587716683125,0.012840075756284082,8.285338924897223e-05,0.04035992311248214,0.03304496038658929
0.05763883590698242,0.0005059242248535156,0.4972137220683175,0.7685605449026061,-0.0031622776601683794,balanced,gini,"{'DT__alpha': -0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",12,0.526819614585572,0.7899452200527468,0.469070133963751,0.7579002041367633,0.5140858944050434,0.7348533585092726,0.4463387704355247,0.7678528673268034,0.5297339593114242,0.7922510744874446,0.003675239122150386,7.882494666496495e-05,0.03342369490441148,0.021301941745471304
0.05723881721496582,0.0005305290222167968,0.49078111914724676,0.7953407009061234,-0.0031622776601683794,balanced,entropy,"{'DT__alpha': -0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",18,0.5336163048929007,0.7947297624716979,0.45223511712873427,0.781020850913324,0.5198527831506556,0.7879804385180729,0.44807381840449795,0.8260522799021126,0.49984632097097,0.7869201727254095,0.0028112829217758505,7.298964308324618e-05,0.03487827707775142,0.015960646548789748
0.05903902053833008,0.0004995346069335937,0.43451024854325193,0.8760868189887143,-0.1,balanced,gini,"{'DT__alpha': -0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",27,0.4463249516441007,0.8673111038702437,0.40269718461207826,0.8638800466757456,0.4317196790601047,0.8734212820234325,0.391169812021006,0.8875755379820421,0.5011871998273165,0.8882461243921072,0.004545756171659175,4.922945893224239e-05,0.03856682900016531,0.010128799785316398
0.05837163925170898,0.0006010532379150391,0.44126715650755033,0.7850675833814977,-0.1,balanced,entropy,"{'DT__alpha': -0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",26,0.46008847338634573,0.8762883870410753,0.4379880363922918,0.6758918103004123,0.4338240561644818,0.6239650433198821,0.36415595019391694,0.8781006973259485,0.5105381581509716,0.8710919789201711,0.0014043947316558383,0.0001341616744656876,0.047099029811077685,0.11157954093869682
0.05751867294311523,0.00048308372497558595,0.4950151248426833,0.7641970298701912,-0.0316227766016838,balanced,gini,"{'DT__alpha': -0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",16,0.5298284261050219,0.7407797300270419,0.4287914607063544,0.7806560225915065,0.5197900995773337,0.6316904919055456,0.4387746107739983,0.8411215580034327,0.5582642950825057,0.82673734682343,0.0036888500784184467,3.1010330222348147e-05,0.05167349486750548,0.0751078228280567
0.05732836723327637,0.0004960060119628906,0.46830633140762035,0.8124989030267604,-0.0316227766016838,balanced,entropy,"{'DT__alpha': -0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",23,0.5099219141772333,0.8073998880450493,0.43889247080736443,0.7830301916323422,0.4614764667956158,0.8428773536300419,0.4111831728182002,0.8580845443590542,0.5202586500177142,0.771102537467315,0.0031091108637601762,1.8847196030124578e-05,0.041416341329498584,0.033493178240635836
0.05766129493713379,0.0005220890045166016,0.5272078259117436,0.6613668393618178,0,balanced,gini,"{'DT__alpha': 0, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",2,0.5296403753850563,0.6868088104647245,0.5072265205243929,0.6678126731890172,0.5628895336342146,0.6231044940722359,0.4831482306222048,0.677081832031617,0.5530837867451253,0.6520263870514947,0.002175368759610563,0.00014041331423969485,0.029262230250091153,0.02230271184569922
0.056211423873901364,0.00048699378967285154,0.5231698561316273,0.6439761972740291,0,balanced,entropy,"{'DT__alpha': 0, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",7,0.5276613654273228,0.6487427347642403,0.48973780356759083,0.6829433012228711,0.5680654058313633,0.6046890186675132,0.5061352966282543,0.6696648021373035,0.5240982794987484,0.6138411295782171,0.002799152843712815,4.835740075227831e-05,0.026299869045046824,0.030504636360784033
0.05459160804748535,0.0005698204040527344,0.4980150372219362,0.5480804057936661,0.0316227766016838,balanced,gini,"{'DT__alpha': 0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",11,0.5194945913031019,0.5731898527597453,0.5080861809585214,0.5532955694246017,0.432310695608568,0.5109016829446937,0.4723760878843547,0.5558925549360748,0.558435570946921,0.5471223689032154,0.0029560532931457877,9.860065460906842e-05,0.04283202255753498,0.02050310805818074
0.05451703071594238,0.0005520343780517578,0.4963182535898479,0.5437329669779416,0.0316227766016838,balanced,entropy,"{'DT__alpha': 0.0316227766016838, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",15,0.5592091124006018,0.5670086584065078,0.5089279318002723,0.548350892436914,0.432310695608568,0.5109016829446937,0.44931943439291866,0.5436941505808077,0.5318854657178453,0.5487094505207848,0.00438975375707202,0.00012346727512047188,0.04837768688891496,0.01825235959244245
0.057681703567504884,0.00048160552978515625,0.48311030885209527,0.5163012844730576,0.1,balanced,gini,"{'DT__alpha': 0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",21,0.4703417150225661,0.4736850166957694,0.5212049573751703,0.5403121370863305,0.4343971631205674,0.48275281070980003,0.460683070756555,0.5465279181204576,0.5293785032366447,0.53822853975293,0.00221814710094418,4.719507667129534e-05,0.03640622587917559,0.0313452430843618
0.051839447021484374,0.0004729747772216797,0.46017862954549593,0.49656820147479036,0.1,balanced,entropy,"{'DT__alpha': 0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",24,0.4703417150225661,0.4736850166957694,0.5212049573751703,0.5403121370863305,0.4343971631205674,0.48275281070980003,0.429721278925198,0.5060730933519074,0.44470957009758044,0.48001794953014465,0.0020295044884991315,4.232219229457074e-05,0.033687111358630874,0.024463404830209975
0.05395355224609375,0.0005862236022949219,0.5272078259117436,0.6613668393618178,0.0031622776601683794,balanced,gini,"{'DT__alpha': 0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",2,0.5296403753850563,0.6868088104647245,0.5072265205243929,0.6678126731890172,0.5628895336342146,0.6231044940722359,0.4831482306222048,0.677081832031617,0.5530837867451253,0.6520263870514947,0.005281413297925971,0.00013544848003715448,0.029262230250091153,0.02230271184569922
0.05115504264831543,0.0004702091217041016,0.5231698561316273,0.6439761972740291,0.0031622776601683794,balanced,entropy,"{'DT__alpha': 0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",7,0.5276613654273228,0.6487427347642403,0.48973780356759083,0.6829433012228711,0.5680654058313633,0.6046890186675132,0.5061352966282543,0.6696648021373035,0.5240982794987484,0.6138411295782171,0.002057674661803834,5.433462647584399e-05,0.026299869045046824,0.030504636360784033
0.05414237976074219,0.0004911422729492188,0.5348198671237888,0.6219956169986831,0.01,balanced,gini,"{'DT__alpha': 0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",1,0.525431621176302,0.657820276099846,0.5161275879360987,0.6357523400534153,0.5747367289920482,0.5992291261108464,0.4965762957189777,0.6081339175552471,0.5612405065073098,0.6090424251740607,0.004780568584832053,7.869980253516296e-05,0.02893958859267907,0.021683628045927633
0.05254626274108887,0.000531148910522461,0.5263984449713283,0.6322381935102929,0.01,balanced,entropy,"{'DT__alpha': 0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",6,0.5357206819972777,0.6175666229429669,0.48973780356759083,0.6829433012228711,0.5680654058313633,0.6046890186675132,0.5142190428473342,0.6421508951398958,0.5240982794987484,0.6138411295782171,0.0030268060159219794,0.0001682867977302694,0.02582740209447246,0.028220324521495626
0.05410089492797852,0.0005173683166503906,0.5272078259117436,0.6613668393618178,0.00031622776601683794,balanced,gini,"{'DT__alpha': 0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",2,0.5296403753850563,0.6868088104647245,0.5072265205243929,0.6678126731890172,0.5628895336342146,0.6231044940722359,0.4831482306222048,0.677081832031617,0.5530837867451253,0.6520263870514947,0.0032315369448625906,8.221646138406077e-05,0.029262230250091153,0.02230271184569922
0.05146808624267578,0.00043616294860839846,0.5231698561316273,0.6439761972740291,0.00031622776601683794,balanced,entropy,"{'DT__alpha': 0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",7,0.5276613654273228,0.6487427347642403,0.48973780356759083,0.6829433012228711,0.5680654058313633,0.6046890186675132,0.5061352966282543,0.6696648021373035,0.5240982794987484,0.6138411295782171,0.004181643685854683,3.299651117789423e-05,0.026299869045046824,0.030504636360784033
0.05116724967956543,0.00044622421264648435,0.5272078259117436,0.6613668393618178,0.001,balanced,gini,"{'DT__alpha': 0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",2,0.5296403753850563,0.6868088104647245,0.5072265205243929,0.6678126731890172,0.5628895336342146,0.6231044940722359,0.4831482306222048,0.677081832031617,0.5530837867451253,0.6520263870514947,0.003380684040942894,4.136066929285322e-05,0.029262230250091153,0.02230271184569922
0.05346722602844238,0.00045490264892578125,0.5231698561316273,0.6439761972740291,0.001,balanced,entropy,"{'DT__alpha': 0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",7,0.5276613654273228,0.6487427347642403,0.48973780356759083,0.6829433012228711,0.5680654058313633,0.6046890186675132,0.5061352966282543,0.6696648021373035,0.5240982794987484,0.6138411295782171,0.0033406704223088346,4.558199105823165e-05,0.026299869045046824,0.030504636360784033
